PROCEDURE CODE,LONG DESCRIPTION,SHORT DESCRIPTION,CODE,CODE1,
3528,Open and other replacement of tricuspid valve,Opn/oth repl tcspd valve,3528,35280,
3531,Operations on papillary muscle,Papillary muscle ops,3531,35310,
3532,Operations on chordae tendineae,Chordae tendineae ops,3532,35320,
3533,Annuloplasty,Annuloplasty,3533,35330,
3534,Infundibulectomy,Infundibulectomy,3534,35340,
3535,Operations on trabeculae carneae cordis,Trabecul carneae cord op,3535,35350,
3539,Operations on other structures adjacent to valves of heart,Tiss adj to valv ops NEC,3539,35390,
3541,Enlargement of existing atrial septal defect,Enlarge existing sep def,3541,35410,
3542,Creation of septal defect in heart,Create septal defect,3542,35420,
3550,Repair of unspecified septal defect of heart with prosthesis,Prosth rep hrt septa NOS,3550,35500,
3551,"Repair of atrial septal defect with prosthesis, open technique",Pros rep atrial def-opn,3551,35510,
3552,"Repair of atrial septal defect with prosthesis, closed technique",Pros repair atria def-cl,3552,35520,
3553,"Repair of ventricular septal defect with prosthesis, open technique",Pros rep ventric def-opn,3553,35530,
3554,Repair of endocardial cushion defect with prosthesis,Pros rep endocar cushion,3554,35540,
3555,"Repair of ventricular septal defect with prosthesis, closed technique",Pros rep ventrc def-clos,3555,35550,
3560,Repair of unspecified septal defect of heart with tissue graft,Grft repair hrt sept NOS,3560,35600,
3561,Repair of atrial septal defect with tissue graft,Graft repair atrial def,3561,35610,
3562,Repair of ventricular septal defect with tissue graft,Graft repair ventric def,3562,35620,
3563,Repair of endocardial cushion defect with tissue graft,Grft rep endocar cushion,3563,35630,
3570,Other and unspecified repair of unspecified septal defect of heart,Heart septa repair NOS,3570,35700,
3571,Other and unspecified repair of atrial septal defect,Atria septa def rep NEC,3571,35710,
3572,Other and unspecified repair of ventricular septal defect,Ventr septa def rep NEC,3572,35720,
3573,Other and unspecified repair of endocardial cushion defect,Endocar cushion rep NEC,3573,35730,
3581,Total repair of tetralogy of fallot,Tot repair tetral fallot,3581,35810,
3582,Total repair of total anomalous pulmonary venous connection,Total repair of tapvc,3582,35820,
3583,Total repair of truncus arteriosus,Tot rep truncus arterios,3583,35830,
3584,"Total correction of transposition of great vessels, not elsewhere classified",Tot cor transpos grt ves,3584,35840,
3591,Interatrial transposition of venous return,Interat ven retrn transp,3591,35910,
3592,Creation of conduit between right ventricle and pulmonary artery,Conduit rt vent-pul art,3592,35920,
3593,Creation of conduit between left ventricle and aorta,Conduit left ventr-aorta,3593,35930,
3594,Creation of conduit between atrium and pulmonary artery,Conduit artium-pulm art,3594,35940,
3595,Revision of corrective procedure on heart,Heart repair revision,3595,35950,
3596,Percutaneous balloon valvuloplasty,Perc balloon valvuplasty,3596,35960,
3597,Percutaneous mitral valve repair with implant,Perc mtrl vlv repr w imp,3597,35970,
3598,Other operations on septa of heart,Other heart septa ops,3598,35980,
3599,Other operations on valves of heart,Other heart valve ops,3599,35990,
3603,Open chest coronary artery angioplasty,Open coronry angioplasty,3603,36030,
3604,Intracoronary artery thrombolytic infusion,Intrcoronry thromb infus,3604,36040,
3606,Insertion of non-drug-eluting coronary artery stent(s),Ins nondrug elut cor st,3606,36060,
3607,Insertion of drug-eluting coronary artery stent(s),Ins drug-elut coronry st,3607,36070,
3609,Other removal of coronary artery obstruction,Rem of cor art obstr NEC,3609,36090,
3610,"Aortocoronary bypass for heart revascularization, not otherwise specified",Aortocoronary bypass NOS,3610,36100,
3611,(Aorto)coronary bypass of one coronary artery,Aortocor bypas-1 cor art,3611,36110,
3612,(Aorto)coronary bypass of two coronary arteries,Aortocor bypas-2 cor art,3612,36120,
3613,(Aorto)coronary bypass of three coronary arteries,Aortocor bypas-3 cor art,3613,36130,
3614,(Aorto)coronary bypass of four or more coronary arteries,Aortcor bypas-4+ cor art,3614,36140,
3615,Single internal mammary-coronary artery bypass,1 int mam-cor art bypass,3615,36150,
3616,Double internal mammary-coronary artery bypass,2 int mam-cor art bypass,3616,36160,
3617,Abdominal-coronary artery bypass,Abd-coron artery bypass,3617,36170,
3619,Other bypass anastomosis for heart revascularization,Hrt revas byps anas NEC,3619,36190,
362,Heart revascularization by arterial implant,Arterial implant revasc,362,3620,
3631,Open chest transmyocardial revascularization,Open chest trans revasc,3631,36310,
3632,Other transmyocardial revascularization,Oth transmyo revascular,3632,36320,
3633,Endoscopic transmyocardial revascularization,Endo transmyo revascular,3633,36330,
3634,Percutaneous transmyocardial revascularization,Perc transmyo revascular,3634,36340,
3639,Other heart revascularization,Oth heart revascular,3639,36390,
3691,Repair of aneurysm of coronary vessel,Coron vess aneurysm rep,3691,36910,
3699,Other operations on vessels of heart,Heart vessel op NEC,3699,36990,
370,Pericardiocentesis,Pericardiocentesis,370,3700,
3710,"Incision of heart, not otherwise specified",Incision of heart NOS,3710,37100,
3711,Cardiotomy,Cardiotomy,3711,37110,
3712,Pericardiotomy,Pericardiotomy,3712,37120,
3720,Noninvasive programmed electrical stimulation [NIPS],Noninvas elect stimulatn,3720,37200,
3721,Right heart cardiac catheterization,Rt heart cardiac cath,3721,37210,
3722,Left heart cardiac catheterization,Left heart cardiac cath,3722,37220,
3723,Combined right and left heart cardiac catheterization,Rt/left heart card cath,3723,37230,
3724,Biopsy of pericardium,Pericardial biopsy,3724,37240,
3725,Biopsy of heart,Cardiac biopsy,3725,37250,
3726,Catheter based invasive electrophysiologic testing,Cath base invasv ep test,3726,37260,
3727,Cardiac mapping,Cardiac mapping,3727,37270,
3728,Intracardiac echocardiography,Intracardiac echocardio,3728,37280,
3729,Other diagnostic procedures on heart and pericardium,Hrt/pericar dx proc NEC,3729,37290,
3731,Pericardiectomy,Pericardiectomy,3731,37310,
3732,Excision of aneurysm of heart,Heart aneurysm excision,3732,37320,
3733,"Excision or destruction of other lesion or tissue of heart, open approach",Exc/dest hrt lesion open,3733,37330,
3734,"Excision or destruction of other lesion or tissue of heart, endovascular approach","Exc/des hrt les,endovasc",3734,37340,
3735,Partial ventriculectomy,Partial ventriculectomy,3735,37350,
3736,"Excision, destruction, or exclusion of left atrial appendage (LAA)","Exc,destrct,exclus LAA",3736,37360,
3737,"Excision or destruction of other lesion or tissue of heart, thoracoscopic approach","Exc/dest hrt les, thrspc",3737,37370,
3741,Implantation of prosthetic cardiac support device around the heart,Impl cardiac support dev,3741,37410,
3749,Other repair of heart and pericardium,Heart/pericard repr NEC,3749,37490,
3751,Heart transplantation,Heart transplantation,3751,37510,
3752,Implantation of total internal biventricular heart replacement system,Imp tot int bi ht rp sys,3752,37520,
3753,Replacement or repair of thoracic unit of (total) replacement heart system,Repl/rep thr unt tot hrt,3753,37530,
3754,Replacement or repair of other implantable component of (total) replacement heart system,Repl/rep oth tot hrt sys,3754,37540,
3755,Removal of internal biventricular heart replacement system,Rem int bivent hrt sys,3755,37550,
3760,Implantation or insertion of biventricular external heart assist system,Imp bivn ext hrt ast sys,3760,37600,
3761,Implant of pulsation balloon,Pulsation balloon implan,3761,37610,
3762,Insertion of temporary non-implantable extracorporeal circulatory assist device,Insrt non-impl circ dev,3762,37620,
3763,Repair of heart assist system,Repair heart assist sys,3763,37630,
3764,Removal of external heart assist system(s) or device(s),Remve ext hrt assist sys,3764,37640,
3765,Implant of single ventricular (extracorporeal) external heart assist system,Imp vent ext hrt ast sys,3765,37650,
3766,Insertion of implantable heart assist system,Implantable hrt assist,3766,37660,
3767,Implantation of cardiomyostimulation system,Imp cardiomyostimul sys,3767,37670,
3768,Insertion of percutaneous external heart assist device,Percutan hrt assist syst,3768,37680,
3770,"Initial insertion of lead [electrode], not otherwise specified",Int insert pacemak lead,3770,37700,
3771,Initial insertion of transvenous lead [electrode] into ventricle,Int insert lead in vent,3771,37710,
3772,Initial insertion of transvenous leads [electrodes] into atrium and ventricle,Int inser lead atri-vent,3772,37720,
3773,Initial insertion of transvenous lead [electrode] into atrium,Int inser lead in atrium,3773,37730,
3774,Insertion or replacement of epicardial lead [electrode] into epicardium,Int or repl lead epicar,3774,37740,
3775,Revision of lead [electrode],Revision of lead,3775,37750,
3776,Replacement of transvenous atrial and/or ventricular lead(s) [electrode],Repl tv atri-vent lead,3776,37760,
3777,Removal of lead(s) [electrode] without replacement,Removal of lead w/o repl,3777,37770,
3778,Insertion of temporary transvenous pacemaker system,Inser temp pacemaker sys,3778,37780,
3779,Revision or relocation of cardiac device pocket,Rev/reloc card dev pockt,3779,37790,
3780,"Insertion of permanent pacemaker, initial or replacement, type of device not specified",Int or repl perm pacemkr,3780,37800,
3781,"Initial insertion of single-chamber device, not specified as rate responsive","Int insert 1-cham, non",3781,37810,
3782,"Initial insertion of single-chamber device, rate responsive","Int insert 1-cham, rate",3782,37820,
3783,Initial insertion of dual-chamber device,Int insert dual-cham dev,3783,37830,
3785,"Replacement of any type pacemaker device with single-chamber device, not specified as rate responsive","Repl pacem w 1-cham, non",3785,37850,
3786,"Replacement of any type of pacemaker device with single-chamber device, rate responsive","Repl pacem 1-cham, rate",3786,37860,
3787,Replacement of any type pacemaker device with dual-chamber device,Repl pacem w dual-cham,3787,37870,
3789,Revision or removal of pacemaker device,Revise or remove pacemak,3789,37890,
3790,Insertion of left atrial appendage device,Ins left atr append dev,3790,37900,
3791,Open chest cardiac massage,Opn chest cardiac massag,3791,37910,
3792,Injection of therapeutic substance into heart,Injection into heart,3792,37920,
3793,Injection of therapeutic substance into pericardium,Injection into pericard,3793,37930,
3794,"Implantation or replacement of automatic cardioverter/defibrillator, total system [AICD]",Implt/repl carddefib tot,3794,37940,
3795,Implantation of automatic cardioverter/defibrillator lead(s) only,Implt cardiodefib leads,3795,37950,
3796,Implantation of automatic cardioverter/defibrillator pulse generator only,Implt cardiodefib genatr,3796,37960,
3797,Replacement of automatic cardioverter/defibrillator lead(s) only,Repl cardiodefib leads,3797,37970,
3798,Replacement of automatic cardioverter/defibrillator pulse generator only,Repl cardiodefib genratr,3798,37980,
3799,Other operations on heart and pericardium,Other heart/pericard ops,3799,37990,
3800,"Incision of vessel, unspecified site",Incision of vessel NOS,3800,38000,
3801,"Incision of vessel, intracranial vessels",Intracran vessel incis,3801,38010,
3802,"Incision of vessel, other vessels of head and neck",Head/neck ves incis NEC,3802,38020,
3803,"Incision of vessel, upper limb vessels",Upper limb vessel incis,3803,38030,
3804,"Incision of vessel, aorta",Incision of aorta,3804,38040,
3805,"Incision of vessel, other thoracic vessels",Thoracic vessel inc NEC,3805,38050,
3806,"Incision of vessel, abdominal arteries",Abdomen artery incision,3806,38060,
3807,"Incision of vessel, abdominal veins",Abdominal vein incision,3807,38070,
3808,"Incision of vessel, lower limb arteries",Lower limb artery incis,3808,38080,
3809,"Incision of vessel, lower limb veins",Lower limb vein incision,3809,38090,
3810,"Endarterectomy, unspecified site",Endarterectomy NOS,3810,38100,
3811,"Endarterectomy, intracranial vessels",Intracran endarterectomy,3811,38110,
3812,"Endarterectomy, other vessels of head and neck",Head & neck endarter NEC,3812,38120,
3813,"Endarterectomy, upper limb vessels",Upper limb endarterectom,3813,38130,
3814,"Endarterectomy, aorta",Endarterectomy of aorta,3814,38140,
3815,"Endarterectomy, other thoracic vessels",Thoracic endarterectomy,3815,38150,
3816,"Endarterectomy, abdominal arteries",Abdominal endarterectomy,3816,38160,
3818,"Endarterectomy, lower limb arteries",Lower limb endarterect,3818,38180,
3821,Biopsy of blood vessel,Blood vessel biopsy,3821,38210,
3822,Percutaneous angioscopy,Percutaneous angioscopy,3822,38220,
3823,Intravascular spectroscopy,Intravasclr spectroscopy,3823,38230,
3824,Intravascular imaging of coronary vessel(s) by optical coherence tomography [OCT],Intravas img cor ves OCT,3824,38240,
3825,Intravascular imaging of non-coronary vessel(s) by optical coherence tomography [OCT],Intravas img non-cor OCT,3825,38250,
3826,Insertion of implantable pressure sensor without lead for intracardiac or great vessel hemodynamic monitoring,Insrt prsr snsr w/o lead,3826,38260,
3829,Other diagnostic procedures on blood vessels,Blood vessel dx proc NEC,3829,38290,
3830,"Resection of vessel with anastomosis, unspecified site",Vessel resect/anast NOS,3830,38300,
3831,"Resection of vessel with anastomosis, intracranial vessels",Intracran ves resec-anas,3831,38310,
3832,"Resection of vessel with anastomosis, other vessels of head and neck",Head/neck ves resec-anas,3832,38320,
3833,"Resection of vessel with anastomosis, upper limb vessels",Arm vessel resect/anast,3833,38330,
3834,"Resection of vessel with anastomosis, aorta",Aorta resection & anast,3834,38340,
3835,"Resection of vessel with anastomosis, other thoracic vessels",Thor vessel resect/anast,3835,38350,
3836,"Resection of vessel with anastomosis, abdominal arteries",Abd vessel resect/anast,3836,38360,
3837,"Resection of vessel with anastomosis, abdominal veins",Abd vein resect & anast,3837,38370,
3838,"Resection of vessel with anastomosis, lower limb arteries",Leg artery resect/anast,3838,38380,
3839,"Resection of vessel with anastomosis, lower limb veins",Leg vein resect/anastom,3839,38390,
3840,"Resection of vessel with replacement, unspecified site",Vessel resect/replac NOS,3840,38400,
3841,"Resection of vessel with replacement, intracranial vessels",Intracran ves resec-repl,3841,38410,
3842,"Resection of vessel with replacement, other vessels of head and neck",Head/neck ves resec-repl,3842,38420,
3843,"Resection of vessel with replacement, upper limb vessels",Arm ves resect w replace,3843,38430,
3844,"Resection of vessel with replacement, aorta, abdominal",Resect abdm aorta w repl,3844,38440,
3845,"Resection of vessel with replacement, thoracic vessels",Resect thorac ves w repl,3845,38450,
3846,"Resection of vessel with replacement, abdominal arteries",Abd artery resec w repla,3846,38460,
3847,"Resection of vessel with replacement, abdominal veins",Abd vein resect w replac,3847,38470,
3848,"Resection of vessel with replacement, lower limb arteries",Leg artery resec w repla,3848,38480,
3849,"Resection of vessel with replacement, lower limb veins",Leg vein resect w replac,3849,38490,
